,markets,count
585,VirusShare|google play|freewarelovers|appchina,1
586,VirusShare|google play|mi.com,2
587,VirusShare|google play|proandroid,1
588,VirusShare|google play|proandroid|1mobile|PlayDrone,1
589,VirusShare|google play|slideme,1
590,VirusShare|praguard,1
591,VirusShare|proandroid,3
592,VirusShare|proandroid|anzhi,1
593,VirusShare|proandroid|google play,1
594,VirusShare|slideme,34
595,VirusShare|slideme|appchina,2
596,VirusShare|slideme|appchina|google play,1
597,VirusShare|slideme|freewarelovers,1
598,VirusShare|slideme|google play,1
599,VirusShare|torrents,11
600,VirusShare|unknown,7
601,VirusShare|unknown|anzhi,1
602,angeeks,43237
603,angeeks|1mobile,151
604,angeeks|1mobile|PlayDrone|anzhi|appchina|google play,1
605,angeeks|1mobile|PlayDrone|appchina|google play,1
606,angeeks|1mobile|PlayDrone|google play,16
607,angeeks|1mobile|anzhi|google play,1
608,angeeks|1mobile|appchina,5
609,angeeks|1mobile|appchina|PlayDrone|google play,1
610,angeeks|1mobile|appchina|google play,2
611,angeeks|1mobile|fdroid,1
612,angeeks|1mobile|freewarelovers,2
613,angeeks|1mobile|freewarelovers|proandroid|slideme,1
614,angeeks|1mobile|google play,16
615,angeeks|1mobile|google play|PlayDrone,11
616,angeeks|1mobile|google play|PlayDrone|appchina,2
617,angeeks|1mobile|google play|appchina,2
618,angeeks|1mobile|google play|appchina|PlayDrone,1
619,angeeks|1mobile|google play|hiapk,1
620,angeeks|1mobile|google play|slideme|proandroid|PlayDrone,1
621,angeeks|1mobile|proandroid|freewarelovers,1
622,angeeks|1mobile|proandroid|google play|PlayDrone|slideme,1
623,angeeks|1mobile|slideme,4
624,angeeks|1mobile|slideme|google play|PlayDrone,1
625,angeeks|1mobile|torrents,3
626,angeeks|1mobile|torrents|anzhi,1
627,angeeks|PlayDrone|1mobile|google play,9
628,angeeks|PlayDrone|anzhi|appchina|google play,1
629,angeeks|PlayDrone|anzhi|google play,2
630,angeeks|PlayDrone|appchina|1mobile|google play,1
631,angeeks|PlayDrone|appchina|mi.com|anzhi|google play,1
632,angeeks|PlayDrone|appchina|google play,12
633,angeeks|PlayDrone|appchina|google play|anzhi,1
634,angeeks|PlayDrone|google play,507
635,angeeks|PlayDrone|google play|1mobile,10
636,angeeks|PlayDrone|google play|anzhi,2
637,angeeks|PlayDrone|google play|appchina,10
638,angeeks|PlayDrone|google play|appchina|anzhi,1
639,angeeks|PlayDrone|google play|appchina|slideme,1
640,angeeks|PlayDrone|google play|freewarelovers|appchina,1
641,angeeks|PlayDrone|google play|mi.com,1
642,angeeks|PlayDrone|google play|slideme|1mobile,1
643,angeeks|PlayDrone|google play|slideme|freewarelovers,1
644,angeeks|PlayDrone|slideme|google play,2
645,angeeks|PlayDrone|torrents|google play,1
646,angeeks|VirusShare,143
647,angeeks|VirusShare|1mobile|appchina,1
648,angeeks|VirusShare|anzhi,2
649,angeeks|VirusShare|anzhi|appchina,1
650,angeeks|VirusShare|appchina,10
651,angeeks|VirusShare|appchina|anzhi,1
652,angeeks|VirusShare|appchina|google play,1
653,angeeks|VirusShare|freewarelovers,1
654,angeeks|VirusShare|genome,1
655,angeeks|VirusShare|mi.com|appchina,1
656,angeeks|VirusShare|google play|appchina|PlayDrone,1
657,angeeks|anzhi,566
658,angeeks|anzhi|1mobile,2
659,angeeks|anzhi|PlayDrone|google play|appchina,1
660,angeeks|anzhi|VirusShare,6
661,angeeks|anzhi|VirusShare|appchina|PlayDrone|google play,1
662,angeeks|anzhi|appchina,135
663,angeeks|anzhi|appchina|PlayDrone|google play,1
664,angeeks|anzhi|appchina|google play,2
665,angeeks|anzhi|appchina|google play|freewarelovers,1
666,angeeks|anzhi|mi.com,4
667,angeeks|anzhi|mi.com|appchina,1
668,angeeks|anzhi|google play,6
669,angeeks|anzhi|google play|PlayDrone,1
670,angeeks|anzhi|google play|appchina,4
671,angeeks|anzhi|torrents,2
672,angeeks|apk_bang,5
673,angeeks|apk_bang|appchina,2
674,angeeks|appchina,1652
675,angeeks|appchina|1mobile,5
676,angeeks|appchina|1mobile|apk_bang|google play,1
677,angeeks|appchina|1mobile|google play,3
678,angeeks|appchina|PlayDrone|1mobile|google play,1
679,angeeks|appchina|PlayDrone|google play,14
680,angeeks|appchina|VirusShare,12
681,angeeks|appchina|anzhi,110
682,angeeks|appchina|anzhi|VirusShare,2
683,angeeks|appchina|anzhi|mi.com,2
684,angeeks|appchina|anzhi|google play,2
685,angeeks|appchina|anzhi|google play|PlayDrone,2
686,angeeks|appchina|anzhi|torrents,2
687,angeeks|appchina|freewarelovers,3
688,angeeks|appchina|hiapk,2
689,angeeks|appchina|mi.com,5
690,angeeks|appchina|google play,54
691,angeeks|appchina|google play|1mobile,1
692,angeeks|appchina|google play|1mobile|PlayDrone,1
693,angeeks|appchina|google play|PlayDrone,11
694,angeeks|appchina|google play|PlayDrone|1mobile,1
695,angeeks|appchina|google play|anzhi,3
696,angeeks|appchina|google play|proandroid,1
697,angeeks|appchina|proandroid,1
698,angeeks|appchina|proandroid|1mobile,1
699,angeeks|appchina|proandroid|google play,2
700,angeeks|appchina|proandroid|google play|anzhi,1
701,angeeks|appchina|slideme,7
702,angeeks|appchina|slideme|anzhi,1
703,angeeks|appchina|torrents,6
704,angeeks|appchina|torrents|PlayDrone|google play,1
705,angeeks|appchina|torrents|freewarelovers,1
706,angeeks|freewarelovers,124
707,angeeks|freewarelovers|1mobile|appchina,1
708,angeeks|freewarelovers|1mobile|google play|PlayDrone,1
709,angeeks|freewarelovers|PlayDrone|google play,3
710,angeeks|freewarelovers|appchina,4
711,angeeks|freewarelovers|google play,1
712,angeeks|freewarelovers|google play|PlayDrone,2
713,angeeks|freewarelovers|google play|appchina,1
714,angeeks|freewarelovers|google play|appchina|1mobile,1
715,angeeks|freewarelovers|proandroid,2
716,angeeks|genome,9
717,angeeks|genome|VirusShare,1
718,angeeks|hiapk,2
719,angeeks|hiapk|PlayDrone|google play|1mobile|appchina,1
720,angeeks|mi.com,21
721,angeeks|mi.com|anzhi,7
722,angeeks|mi.com|anzhi|google play|PlayDrone,1
723,angeeks|mi.com|appchina,2
724,angeeks|mi.com|appchina|anzhi,1
725,angeeks|google play,419
726,angeeks|google play|1mobile,11
727,angeeks|google play|1mobile|PlayDrone,14
728,angeeks|google play|1mobile|PlayDrone|anzhi|appchina,1
729,angeeks|google play|1mobile|PlayDrone|appchina,1
730,angeeks|google play|1mobile|appchina,1
731,angeeks|google play|1mobile|appchina|PlayDrone,1
732,angeeks|google play|1mobile|proandroid,1
733,angeeks|google play|PlayDrone,525
734,angeeks|google play|PlayDrone|1mobile,8
735,angeeks|google play|PlayDrone|1mobile|appchina,1
736,angeeks|google play|PlayDrone|anzhi,3
737,angeeks|google play|PlayDrone|anzhi|appchina,1
738,angeeks|google play|PlayDrone|appchina,15
739,angeeks|google play|PlayDrone|appchina|1mobile,2
740,angeeks|google play|PlayDrone|appchina|anzhi,2
741,angeeks|google play|PlayDrone|hiapk,1
742,angeeks|google play|PlayDrone|proandroid,1
743,angeeks|google play|PlayDrone|proandroid|appchina,1
744,angeeks|google play|PlayDrone|slideme,3
745,angeeks|google play|anzhi,2
746,angeeks|google play|anzhi|PlayDrone,3
747,angeeks|google play|anzhi|appchina|PlayDrone,1
748,angeeks|google play|anzhi|mi.com|PlayDrone,1
749,angeeks|google play|appchina,52
750,angeeks|google play|appchina|1mobile,1
751,angeeks|google play|appchina|PlayDrone,11
752,angeeks|google play|appchina|PlayDrone|1mobile,3
753,angeeks|google play|appchina|anzhi,5
754,angeeks|google play|freewarelovers,1
755,angeeks|google play|freewarelovers|PlayDrone|appchina,1
756,angeeks|google play|proandroid|PlayDrone,1
757,angeeks|google play|proandroid|appchina,1
758,angeeks|google play|proandroid|appchina|PlayDrone,1
759,angeeks|google play|slideme,3
760,angeeks|google play|slideme|PlayDrone,2
761,angeeks|google play|slideme|appchina,1
762,angeeks|google play|slideme|proandroid|PlayDrone,1
763,angeeks|google play|torrents,1
764,angeeks|proandroid,45
765,angeeks|proandroid|1mobile,1
766,angeeks|proandroid|1mobile|PlayDrone|google play,1
767,angeeks|proandroid|PlayDrone|slideme|google play,2
768,angeeks|proandroid|anzhi|appchina,1
769,angeeks|proandroid|appchina|1mobile,1
770,angeeks|proandroid|appchina|google play,1
771,angeeks|proandroid|freewarelovers,1
772,angeeks|proandroid|google play,3
773,angeeks|proandroid|google play|PlayDrone,1
774,angeeks|proandroid|google play|appchina|VirusShare,1
775,angeeks|proandroid|google play|appchina|slideme,1
776,angeeks|proandroid|slideme,6
777,angeeks|slideme,77
778,angeeks|slideme|1mobile,5
779,angeeks|slideme|PlayDrone|1mobile|google play,1
780,angeeks|slideme|anzhi,2
781,angeeks|slideme|anzhi|appchina,1
782,angeeks|slideme|appchina,1
783,angeeks|slideme|freewarelovers|proandroid,1
784,angeeks|slideme|google play|1mobile,1
785,angeeks|slideme|google play|PlayDrone,2
786,angeeks|slideme|google play|PlayDrone|1mobile,1
787,angeeks|slideme|google play|anzhi|PlayDrone,1
788,angeeks|slideme|proandroid,7
789,angeeks|slideme|proandroid|freewarelovers,1
790,angeeks|slideme|torrents|1mobile,1
791,angeeks|torrents,43
792,angeeks|torrents|1mobile,2
793,angeeks|torrents|PlayDrone|google play|1mobile,1
794,angeeks|torrents|anzhi|appchina,2
795,angeeks|torrents|appchina,9
796,angeeks|torrents|proandroid,1
797,anzhi,971759
798,anzhi|1mobile,44
799,anzhi|1mobile|PlayDrone|google play,3
800,anzhi|1mobile|PlayDrone|google play|angeeks|appchina,2
801,anzhi|1mobile|PlayDrone|google play|appchina,3
802,anzhi|1mobile|angeeks,1
803,anzhi|1mobile|appchina,8
804,anzhi|1mobile|appchina|PlayDrone|google play,1
805,anzhi|1mobile|appchina|angeeks,1
806,anzhi|1mobile|mi.com,3
807,anzhi|1mobile|google play,4
808,anzhi|1mobile|google play|PlayDrone,2
809,anzhi|1mobile|google play|appchina,4
810,anzhi|1mobile|google play|appchina|PlayDrone,2
811,anzhi|1mobile|slideme|appchina|freewarelovers,1
812,anzhi|PlayDrone,61
813,anzhi|PlayDrone|1mobile|angeeks|google play,1
814,anzhi|PlayDrone|1mobile|appchina|google play,2
815,anzhi|PlayDrone|1mobile|google play,3
816,anzhi|PlayDrone|1mobile|proandroid|google play,1
817,anzhi|PlayDrone|VirusShare|google play,2
818,anzhi|PlayDrone|angeeks|1mobile|google play,1
819,anzhi|PlayDrone|angeeks|google play,1
820,anzhi|PlayDrone|angeeks|google play|appchina,2
821,anzhi|PlayDrone|appchina,3
822,anzhi|PlayDrone|appchina|mi.com|google play,2
823,anzhi|PlayDrone|appchina|google play,47
824,anzhi|PlayDrone|appchina|google play|angeeks,1
825,anzhi|PlayDrone|appchina|google play|mi.com,2
826,anzhi|PlayDrone|hiapk|google play,1
827,anzhi|PlayDrone|hiapk|google play|appchina,1
828,anzhi|PlayDrone|mi.com|appchina|google play,1
829,anzhi|PlayDrone|mi.com|google play,11
830,anzhi|PlayDrone|mi.com|google play|appchina,1
831,anzhi|PlayDrone|google play,1087
832,anzhi|PlayDrone|google play|1mobile,6
833,anzhi|PlayDrone|google play|1mobile|angeeks|appchina,1
834,anzhi|PlayDrone|google play|angeeks,2
835,anzhi|PlayDrone|google play|appchina,56
836,anzhi|PlayDrone|google play|appchina|1mobile,1
837,anzhi|PlayDrone|google play|appchina|mi.com,1
838,anzhi|PlayDrone|google play|mi.com,8
839,anzhi|PlayDrone|slideme|google play|appchina,1
840,anzhi|VirusShare,1416
841,anzhi|VirusShare|1mobile,1
842,anzhi|VirusShare|PlayDrone|google play,1
843,anzhi|VirusShare|angeeks,5
844,anzhi|VirusShare|angeeks|appchina,2
845,anzhi|VirusShare|appchina,51
846,anzhi|VirusShare|appchina|PlayDrone|google play,1
847,anzhi|VirusShare|appchina|mi.com,2
848,anzhi|VirusShare|appchina|google play,1
849,anzhi|VirusShare|appchina|google play|PlayDrone,1
850,anzhi|VirusShare|hiapk,1
851,anzhi|VirusShare|mi.com,19
852,anzhi|VirusShare|google play,1
853,anzhi|VirusShare|google play|PlayDrone,4
854,anzhi|VirusShare|google play|appchina,1
855,anzhi|angeeks,607
856,anzhi|angeeks|PlayDrone|appchina|google play,2
857,anzhi|angeeks|PlayDrone|google play|1mobile|appchina,1
858,anzhi|angeeks|PlayDrone|google play|appchina,1
859,anzhi|angeeks|VirusShare,4
860,anzhi|angeeks|VirusShare|appchina,2
861,anzhi|angeeks|appchina,99
862,anzhi|angeeks|appchina|1mobile|google play|proandroid,1
863,anzhi|angeeks|appchina|PlayDrone|google play|slideme,1
864,anzhi|angeeks|appchina|mi.com,2
865,anzhi|angeeks|appchina|google play,2
866,anzhi|angeeks|appchina|google play|PlayDrone,1
867,anzhi|angeeks|appchina|torrents,1
868,anzhi|angeeks|mi.com,4
869,anzhi|angeeks|mi.com|appchina,1
870,anzhi|angeeks|google play|PlayDrone,4
871,anzhi|angeeks|google play|appchina,2
872,anzhi|angeeks|google play|appchina|PlayDrone,1
873,anzhi|angeeks|proandroid,1
874,anzhi|angeeks|slideme|freewarelovers|proandroid|appchina,1
875,anzhi|apk_bang|slideme,1
876,anzhi|appchina,14629
877,anzhi|appchina|1mobile,6
878,anzhi|appchina|1mobile|VirusShare,1
879,anzhi|appchina|1mobile|angeeks|PlayDrone|google play,1
880,anzhi|appchina|1mobile|google play,1
881,anzhi|appchina|PlayDrone,1
882,anzhi|appchina|PlayDrone|mi.com|google play,1
883,anzhi|appchina|PlayDrone|google play,44
884,anzhi|appchina|PlayDrone|google play|1mobile,1
885,anzhi|appchina|PlayDrone|google play|mi.com,1
886,anzhi|appchina|PlayDrone|google play|slideme,1
887,anzhi|appchina|VirusShare,42
888,anzhi|appchina|VirusShare|1mobile,1
889,anzhi|appchina|VirusShare|angeeks,2
890,anzhi|appchina|angeeks,108
891,anzhi|appchina|angeeks|VirusShare,1
892,anzhi|appchina|angeeks|google play,1
893,anzhi|appchina|angeeks|google play|PlayDrone,2
894,anzhi|appchina|angeeks|slideme,1
895,anzhi|appchina|freewarelovers,1
896,anzhi|appchina|hiapk,5
897,anzhi|appchina|hiapk|google play,2
898,anzhi|appchina|mi.com,198
899,anzhi|appchina|mi.com|VirusShare,2
900,anzhi|appchina|mi.com|angeeks,1
901,anzhi|appchina|mi.com|google play,2
902,anzhi|appchina|mi.com|google play|PlayDrone,5
903,anzhi|appchina|google play,147
904,anzhi|appchina|google play|1mobile,1
905,anzhi|appchina|google play|1mobile|PlayDrone,1
906,anzhi|appchina|google play|PlayDrone,49
907,anzhi|appchina|google play|PlayDrone|mi.com,1
908,anzhi|appchina|google play|VirusShare,1
909,anzhi|appchina|google play|angeeks,4
910,anzhi|appchina|google play|angeeks|PlayDrone,1
911,anzhi|appchina|google play|hiapk,2
912,anzhi|appchina|google play|mi.com,1
913,anzhi|appchina|google play|mi.com|PlayDrone,2
914,anzhi|appchina|google play|proandroid,2
915,anzhi|appchina|google play|slideme,1
916,anzhi|appchina|proandroid,1
917,anzhi|appchina|slideme,4
918,anzhi|appchina|torrents,3
919,anzhi|fdroid,1
920,anzhi|freewarelovers,5
921,anzhi|hiapk,30
922,anzhi|hiapk|appchina,9
923,anzhi|hiapk|appchina|google play,1
924,anzhi|hiapk|google play,2
925,anzhi|hiapk|google play|appchina,2
926,anzhi|mi.com,5353
927,anzhi|mi.com|1mobile,1
928,anzhi|mi.com|PlayDrone|google play,6
929,anzhi|mi.com|PlayDrone|google play|appchina,1
930,anzhi|mi.com|VirusShare,21
931,anzhi|mi.com|VirusShare|appchina,1
932,anzhi|mi.com|angeeks,8
933,anzhi|mi.com|angeeks|PlayDrone|google play,1
934,anzhi|mi.com|angeeks|appchina,1
935,anzhi|mi.com|appchina,217
936,anzhi|mi.com|appchina|angeeks,1
937,anzhi|mi.com|appchina|google play,2
938,anzhi|mi.com|appchina|google play|PlayDrone,1
939,anzhi|mi.com|google play,46
940,anzhi|mi.com|google play|1mobile|PlayDrone,1
941,anzhi|mi.com|google play|PlayDrone,3
942,anzhi|mi.com|google play|PlayDrone|appchina,1
943,anzhi|mi.com|google play|PlayDrone|slideme,1
944,anzhi|mi.com|google play|appchina,1
945,anzhi|mi.com|google play|appchina|PlayDrone,1
946,anzhi|mi.com|slideme|google play|appchina,1
947,anzhi|google play,1772
948,anzhi|google play|1mobile,6
949,anzhi|google play|1mobile|PlayDrone,5
950,anzhi|google play|1mobile|PlayDrone|appchina,2
951,anzhi|google play|1mobile|VirusShare,1
952,anzhi|google play|1mobile|appchina,3
953,anzhi|google play|1mobile|appchina|PlayDrone,1
954,anzhi|google play|PlayDrone,1079
955,anzhi|google play|PlayDrone|1mobile,6
956,anzhi|google play|PlayDrone|appchina,44
957,anzhi|google play|PlayDrone|appchina|1mobile,1
958,anzhi|google play|PlayDrone|appchina|hiapk,1
959,anzhi|google play|PlayDrone|mi.com,9
960,anzhi|google play|PlayDrone|mi.com|appchina,1
961,anzhi|google play|PlayDrone|slideme,1
962,anzhi|google play|VirusShare,4
963,anzhi|google play|VirusShare|PlayDrone,3
964,anzhi|google play|VirusShare|appchina,1
965,anzhi|google play|angeeks,2
966,anzhi|google play|angeeks|PlayDrone,1
967,anzhi|google play|appchina,165
968,anzhi|google play|appchina|1mobile,2
969,anzhi|google play|appchina|PlayDrone,60
970,anzhi|google play|appchina|VirusShare,1
971,anzhi|google play|appchina|angeeks,2
972,anzhi|google play|appchina|angeeks|PlayDrone,1
973,anzhi|google play|appchina|hiapk,1
974,anzhi|google play|appchina|mi.com,2
975,anzhi|google play|appchina|mi.com|PlayDrone,1
976,anzhi|google play|appchina|slideme,1
977,anzhi|google play|mi.com,40
978,anzhi|google play|mi.com|PlayDrone,15
979,anzhi|google play|mi.com|VirusShare,1
980,anzhi|google play|mi.com|appchina,2
981,anzhi|google play|mi.com|appchina|PlayDrone,1
982,anzhi|google play|proandroid,1
983,anzhi|google play|proandroid|angeeks,1
984,anzhi|google play|slideme,4
985,anzhi|google play|slideme|PlayDrone,2
986,anzhi|google play|slideme|appchina,2
987,anzhi|proandroid,7
988,anzhi|proandroid|appchina,1
989,anzhi|proandroid|appchina|freewarelovers|google play,1
990,anzhi|proandroid|google play,1
991,anzhi|proandroid|google play|PlayDrone,2
992,anzhi|proandroid|google play|appchina,1
993,anzhi|slideme,50
994,anzhi|slideme|1mobile,1
995,anzhi|slideme|PlayDrone|mi.com|google play,1
996,anzhi|slideme|PlayDrone|google play,2
997,anzhi|slideme|appchina,3
998,anzhi|slideme|google play,4
999,anzhi|slideme|google play|PlayDrone,4
1000,anzhi|slideme|proandroid,1
1001,anzhi|torrents,8
1002,anzhi|torrents|angeeks,1
1003,anzhi|torrents|angeeks|appchina,1
1004,anzhi|torrents|apk_bang|appchina|angeeks,1
1005,anzhi|torrents|appchina,5
1006,anzhi|torrents|appchina|angeeks,1
1007,anzhi|unknown,2
1008,apk_bang,269
1009,apk_bang|VirusShare,2
1010,apk_bang|VirusShare|appchina,2
1011,apk_bang|angeeks,9
1012,apk_bang|angeeks|appchina,2
1013,apk_bang|angeeks|appchina|anzhi,1
1014,apk_bang|anzhi|appchina,2
1015,apk_bang|appchina,19
1016,apk_bang|appchina|angeeks,2
1017,apk_bang|appchina|angeeks|torrents,1
1018,apk_bang|appchina|anzhi,1
1019,apk_bang|google play,1
1020,apk_bang|google play|1mobile|angeeks|appchina,1
1021,apk_bang|slideme,1
1022,apk_bang|torrents,1
1023,apk_bang|torrents|angeeks,1
1024,apk_bang|torrents|appchina,1
1025,appchina,677448
1026,appchina|1mobile,338
1027,appchina|1mobile|PlayDrone|freewarelovers|google play,1
1028,appchina|1mobile|PlayDrone|google play,31
1029,appchina|1mobile|VirusShare,2
1030,appchina|1mobile|angeeks,5
1031,appchina|1mobile|angeeks|google play,2
1032,appchina|1mobile|angeeks|slideme,1
1033,appchina|1mobile|anzhi,9
1034,appchina|1mobile|freewarelovers,1
1035,appchina|1mobile|hiapk,1
1036,appchina|1mobile|mi.com,1
1037,appchina|1mobile|google play,103
1038,appchina|1mobile|google play|PlayDrone,21
1039,appchina|1mobile|google play|PlayDrone|angeeks,2
1040,appchina|1mobile|google play|PlayDrone|slideme,1
1041,appchina|1mobile|google play|VirusShare,1
1042,appchina|1mobile|google play|angeeks,8
1043,appchina|1mobile|google play|proandroid,1
1044,appchina|1mobile|proandroid,1
1045,appchina|1mobile|proandroid|google play,3
1046,appchina|1mobile|slideme,1
1047,appchina|1mobile|slideme|PlayDrone|google play,1
1048,appchina|1mobile|slideme|google play,1
1049,appchina|1mobile|torrents,1
1050,appchina|PlayDrone,261
1051,appchina|PlayDrone|1mobile|anzhi|VirusShare|google play,1
1052,appchina|PlayDrone|1mobile|google play,32
1053,appchina|PlayDrone|1mobile|google play|mi.com,1
1054,appchina|PlayDrone|1mobile|google play|slideme,1
1055,appchina|PlayDrone|VirusShare,1
1056,appchina|PlayDrone|VirusShare|1mobile|google play,1
1057,appchina|PlayDrone|VirusShare|google play,4
1058,appchina|PlayDrone|angeeks|1mobile|slideme|google play,1
1059,appchina|PlayDrone|angeeks|anzhi|google play|VirusShare,1
1060,appchina|PlayDrone|angeeks|google play,11
1061,appchina|PlayDrone|angeeks|google play|1mobile,2
1062,appchina|PlayDrone|angeeks|google play|torrents,2
1063,appchina|PlayDrone|anzhi,5
1064,appchina|PlayDrone|anzhi|1mobile|google play,1
1065,appchina|PlayDrone|anzhi|angeeks|google play,1
1066,appchina|PlayDrone|anzhi|google play,45
1067,appchina|PlayDrone|anzhi|google play|VirusShare,1
1068,appchina|PlayDrone|anzhi|google play|mi.com,1
1069,appchina|PlayDrone|apk_bang|google play|VirusShare,1
1070,appchina|PlayDrone|hiapk|google play,5
1071,appchina|PlayDrone|mi.com,1
1072,appchina|PlayDrone|mi.com|anzhi|google play,2
1073,appchina|PlayDrone|mi.com|google play,7
1074,appchina|PlayDrone|mi.com|google play|anzhi,3
1075,appchina|PlayDrone|google play,1946
1076,appchina|PlayDrone|google play|1mobile,29
1077,appchina|PlayDrone|google play|1mobile|anzhi,1
1078,appchina|PlayDrone|google play|VirusShare,4
1079,appchina|PlayDrone|google play|VirusShare|1mobile,1
1080,appchina|PlayDrone|google play|VirusShare|mi.com,1
1081,appchina|PlayDrone|google play|angeeks,12
1082,appchina|PlayDrone|google play|angeeks|1mobile,1
1083,appchina|PlayDrone|google play|angeeks|proandroid,1
1084,appchina|PlayDrone|google play|anzhi,38
1085,appchina|PlayDrone|google play|anzhi|angeeks,2
1086,appchina|PlayDrone|google play|anzhi|mi.com,1
1087,appchina|PlayDrone|google play|hiapk,4
1088,appchina|PlayDrone|google play|hiapk|mi.com,1
1089,appchina|PlayDrone|google play|mi.com,5
1090,appchina|PlayDrone|google play|mi.com|1mobile,1
1091,appchina|PlayDrone|google play|mi.com|anzhi,4
1092,appchina|PlayDrone|google play|slideme,6
1093,appchina|PlayDrone|google play|torrents,1
1094,appchina|PlayDrone|proandroid|google play|1mobile|angeeks|VirusShare,1
1095,appchina|PlayDrone|slideme|google play,3
1096,appchina|PlayDrone|slideme|proandroid|anzhi|google play,1
1097,appchina|VirusShare,1776
1098,appchina|VirusShare|1mobile,2
1099,appchina|VirusShare|1mobile|PlayDrone|google play,1
1100,appchina|VirusShare|PlayDrone|angeeks|anzhi|google play,1
1101,appchina|VirusShare|PlayDrone|google play,3
1102,appchina|VirusShare|angeeks,17
1103,appchina|VirusShare|angeeks|anzhi,2
1104,appchina|VirusShare|anzhi,54
1105,appchina|VirusShare|anzhi|mi.com,1
1106,appchina|VirusShare|fdroid,1
1107,appchina|VirusShare|freewarelovers,2
1108,appchina|VirusShare|genome,1
1109,appchina|VirusShare|hiapk,2
1110,appchina|VirusShare|mi.com,7
1111,appchina|VirusShare|mi.com|anzhi,1
1112,appchina|VirusShare|google play,44
1113,appchina|VirusShare|google play|1mobile,2
1114,appchina|VirusShare|google play|PlayDrone,9
1115,appchina|VirusShare|proandroid,1
1116,appchina|VirusShare|slideme,2
1117,appchina|angeeks,1622
1118,appchina|angeeks|1mobile,10
1119,appchina|angeeks|1mobile|PlayDrone|google play,1
1120,appchina|angeeks|1mobile|google play,1
1121,appchina|angeeks|1mobile|slideme|google play,1
1122,appchina|angeeks|PlayDrone|google play,12
1123,appchina|angeeks|PlayDrone|proandroid|google play,1
1124,appchina|angeeks|VirusShare,14
1125,appchina|angeeks|VirusShare|PlayDrone|google play,1
1126,appchina|angeeks|VirusShare|anzhi,1
1127,appchina|angeeks|anzhi,120
1128,appchina|angeeks|anzhi|VirusShare,2
1129,appchina|angeeks|anzhi|google play,1
1130,appchina|angeeks|anzhi|google play|PlayDrone,3
1131,appchina|angeeks|anzhi|torrents,1
1132,appchina|angeeks|apk_bang|torrents,1
1133,appchina|angeeks|freewarelovers|google play,1
1134,appchina|angeeks|hiapk,1
1135,appchina|angeeks|mi.com,2
1136,appchina|angeeks|google play,52
1137,appchina|angeeks|google play|1mobile,3
1138,appchina|angeeks|google play|PlayDrone,10
1139,appchina|angeeks|google play|PlayDrone|anzhi,1
1140,appchina|angeeks|google play|anzhi,1
1141,appchina|angeeks|google play|freewarelovers,1
1142,appchina|angeeks|google play|slideme,2
1143,appchina|angeeks|google play|slideme|anzhi,1
1144,appchina|angeeks|proandroid,1
1145,appchina|angeeks|proandroid|google play,1
1146,appchina|angeeks|slideme,2
1147,appchina|angeeks|slideme|google play,1
1148,appchina|angeeks|torrents,8
1149,appchina|anzhi,14783
1150,appchina|anzhi|1mobile,4
1151,appchina|anzhi|1mobile|PlayDrone|google play,1
1152,appchina|anzhi|1mobile|google play,1
1153,appchina|anzhi|PlayDrone,7
1154,appchina|anzhi|PlayDrone|1mobile|google play,1
1155,appchina|anzhi|PlayDrone|angeeks|google play,1
1156,appchina|anzhi|PlayDrone|mi.com|google play,2
1157,appchina|anzhi|PlayDrone|google play,42
1158,appchina|anzhi|PlayDrone|google play|angeeks,2
1159,appchina|anzhi|PlayDrone|google play|mi.com,1
1160,appchina|anzhi|VirusShare,45
1161,appchina|anzhi|VirusShare|mi.com,5
1162,appchina|anzhi|angeeks,106
1163,appchina|anzhi|angeeks|1mobile,2
1164,appchina|anzhi|angeeks|1mobile|google play|PlayDrone,1
1165,appchina|anzhi|angeeks|VirusShare,1
1166,appchina|anzhi|angeeks|mi.com,1
1167,appchina|anzhi|angeeks|google play,2
1168,appchina|anzhi|apk_bang,1
1169,appchina|anzhi|freewarelovers,1
1170,appchina|anzhi|hiapk,6
1171,appchina|anzhi|mi.com,197
1172,appchina|anzhi|mi.com|1mobile|google play,1
1173,appchina|anzhi|mi.com|VirusShare,1
1174,appchina|anzhi|mi.com|google play,2
1175,appchina|anzhi|mi.com|google play|PlayDrone,1
1176,appchina|anzhi|google play,144
1177,appchina|anzhi|google play|1mobile,2
1178,appchina|anzhi|google play|1mobile|PlayDrone,1
1179,appchina|anzhi|google play|PlayDrone,46
1180,appchina|anzhi|google play|PlayDrone|VirusShare,1
1181,appchina|anzhi|google play|PlayDrone|angeeks,1
1182,appchina|anzhi|google play|PlayDrone|mi.com,3
1183,appchina|anzhi|google play|VirusShare,1
1184,appchina|anzhi|google play|angeeks,1
1185,appchina|anzhi|google play|angeeks|PlayDrone,1
1186,appchina|anzhi|google play|hiapk,1
1187,appchina|anzhi|google play|mi.com|PlayDrone,1
1188,appchina|anzhi|google play|slideme|PlayDrone,1
1189,appchina|anzhi|google play|slideme|PlayDrone|angeeks|proandroid,1
1190,appchina|anzhi|slideme,6
1191,appchina|anzhi|slideme|google play,1
1192,appchina|anzhi|torrents,4
1193,appchina|apk_bang,13
1194,appchina|apk_bang|angeeks,3
1195,appchina|apk_bang|anzhi,1
1196,appchina|fdroid,7
